ticker,name,naver_tab,asset_class,risk_type,region,nav,market_cap_억,return_3m_pct
0005D0,SOL 전고체배터리&실리콘음극재,2,domestic_theme,위험자산,KRX,17854.0,1638,33.0372
0119H0,KODEX 28-12 회사채(AA-이상)액티브,6,bond_money_market,안전자산,KRX,9803.0,1635,-0.8061
325020,KODEX 배당가치,2,domestic_theme,위험자산,KRX,25064.0,1631,26.6261
483340,ACE 구글밸류체인액티브,4,overseas_equity,위험자산,Other_Overseas,17686.0,1612,11.9533
0091C0,KODEX 미국10년국채액티브(H),6,bond_money_market,안전자산,KRX,9863.0,1606,-1.4066
325010,KODEX 성장주,2,domestic_theme,위험자산,KRX,33273.0,1598,36.5291
455860,SOL 2차전지소부장Fn,2,domestic_theme,위험자산,KRX,5940.0,1594,8.7719
182480,TIGER 미국MSCI리츠(합성 H),7,mixed_bond,안전자산,KRX,12688.0,1589,2.3877
474590,WON 반도체밸류체인액티브,2,domestic_theme,위험자산,KRX,29885.0,1588,58.928
332500,ACE 200TR,1,domestic_equity,위험자산,KRX,55847.0,1565,38.5812
372330,KODEX 차이나항셍테크,4,overseas_equity,위험자산,China,7865.0,1556,-13.3309
461270,ACE 26-06 회사채(AA-이상)액티브,6,bond_money_market,안전자산,KRX,11145.0,1538,0.6331
192090,TIGER 차이나CSI300,4,overseas_equity,위험자산,China,12803.0,1534,-0.7714
429000,TIGER 미국S&P500배당귀족,4,overseas_equity,위험자산,USA,13287.0,1528,0.6801
0019K0,TIME 미국나스닥100채권혼합50액티브,7,mixed_bond,안전자산,KRX,12021.0,1524,2.2325
481180,SOL 미국AI소프트웨어,4,overseas_equity,위험자산,USA,12623.0,1523,-20.9806
136340,RISE 중기우량회사채,6,bond_money_market,안전자산,KRX,104681.0,1503,-0.74
0138Y0,PLUS 금채권혼합,7,mixed_bond,안전자산,KRX,10180.0,1503,-2.0915
491230,PLUS 국공채머니마켓액티브,6,bond_money_market,안전자산,KRX,51812.0,1498,0.7096
403790,마이다스 코스피액티브,1,domestic_equity,위험자산,KRX,46596.0,1466,31.3056
495060,TIME 코리아밸류업액티브,1,domestic_equity,위험자산,KRX,22671.0,1457,44.183
442570,RISE TDF2050액티브,7,mixed_bond,안전자산,KRX,15889.0,1440,-0.3373
451530,TIGER 국고채30년스트립액티브,6,bond_money_market,안전자산,KRX,45484.0,1433,-11.4231
367770,RISE 수소경제테마,2,domestic_theme,위험자산,KRX,24129.0,1425,33.8705
0099L0,ACE 우량회사채(AA-이상)액티브,6,bond_money_market,안전자산,KRX,98369.0,1423,-0.4645
219480,KODEX 미국S&P500선물(H),4,overseas_equity,위험자산,USA,28590.0,1411,-6.3279
0167Z0,KODEX 미국우주항공,4,overseas_equity,위험자산,USA,10214.0,1410,
0162M0,KODEX 금융채1~2년(AA-이상)PLUS액티브,6,bond_money_market,안전자산,KRX,9949.0,1375,
245340,TIGER 미국다우존스30,4,overseas_equity,위험자산,USA,33646.0,1361,-4.2143
114820,TIGER 국채3년,6,bond_money_market,안전자산,KRX,104272.0,1354,-0.9099
494220,UNICORN SK하이닉스밸류체인액티브,2,domestic_theme,위험자산,KRX,33598.0,1346,61.3772
475050,ACE KPOP포커스,2,domestic_theme,위험자산,KRX,9992.0,1342,-18.3313
309230,ACE 미국WideMoat동일가중,4,overseas_equity,위험자산,USA,29582.0,1325,-5.7913
319640,TIGER 골드선물(H),4,overseas_equity,위험자산,Other_Overseas,26369.0,1292,-6.7124
0074K0,KoAct K수출핵심기업TOP30액티브,2,domestic_theme,위험자산,KRX,15813.0,1289,25.8789
0115D0,KODEX 조선TOP10,2,domestic_theme,위험자산,KRX,9296.0,1288,-3.7038
490480,SOL K방산,2,domestic_theme,위험자산,KRX,35686.0,1283,33.6054
464930,TIGER 글로벌혁신블루칩TOP10,4,overseas_equity,위험자산,Global,19161.0,1269,-4.4276
469170,ACE 포스코그룹포커스,2,domestic_theme,위험자산,KRX,6915.0,1263,13.2951
488500,TIGER 미국S&P500동일가중,4,overseas_equity,위험자산,USA,12120.0,1253,-0.5755
481430,RISE 국고채10년액티브,6,bond_money_market,안전자산,KRX,99946.0,1244,-3.0803
0127M0,ACE 미국대형가치주액티브,4,overseas_equity,위험자산,USA,10876.0,1240,1.1233
168580,ACE 중국본토CSI300,4,overseas_equity,위험자산,China,35215.0,1238,-0.607
495550,SOL 코리아밸류업TR,1,domestic_equity,위험자산,KRX,25273.0,1229,42.4111
152870,파워 200,1,domestic_equity,위험자산,KRX,84431.0,1224,38.3621
433980,KODEX TDF2040액티브,7,mixed_bond,안전자산,KRX,15079.0,1219,-2.1482
0000Y0,HK 26-12 회사채(AA-이상)액티브,6,bond_money_market,안전자산,KRX,100646.0,1218,0.6788
0066W0,SOL 국제금,5,commodity,위험자산,KRX,13937.0,1215,-3.1561
261220,KODEX WTI원유선물(H),5,commodity,위험자산,KRX,21931.0,1213,79.8062
0085N0,ACE 미국10년국채액티브(H),6,bond_money_market,안전자산,KRX,10004.0,1208,-1.0972
491820,HANARO 전력설비투자,2,domestic_theme,위험자산,KRX,39432.0,1185,39.6449
438570,SOL 국고채10년,6,bond_money_market,안전자산,KRX,99986.0,1168,-2.7898
454320,HANARO CAPEX설비투자iSelect,2,domestic_theme,위험자산,KRX,44033.0,1167,36.5435
464310,TIGER 글로벌AI&로보틱스 INDXX,4,overseas_equity,위험자산,Global,14316.0,1163,-7.2461
423170,SOL 글로벌AI반도체탑픽액티브,4,overseas_equity,위험자산,Global,40447.0,1150,28.7191
0118Z0,ACE 미국AI테크핵심산업액티브,4,overseas_equity,위험자산,USA,8408.0,1148,-7.6191
0082V0,KODEX TDF2060액티브,7,mixed_bond,안전자산,KRX,10890.0,1137,-2.4664
0151S0,KODEX 미국AI반도체TOP3플러스,4,overseas_equity,위험자산,USA,10802.0,1137,
328370,PLUS 코스피TR,1,domestic_equity,위험자산,KRX,31068.0,1137,31.5134
363580,KODEX 200IT TR,2,domestic_theme,위험자산,KRX,33225.0,1131,51.6535
228810,TIGER 미디어컨텐츠,2,domestic_theme,위험자산,KRX,4940.0,1129,-18.8443
0069M0,1Q 미국나스닥100,4,overseas_equity,위험자산,USA,11982.0,1124,-4.6692
498180,파워 종합채권(AA-이상)액티브,6,bond_money_market,안전자산,KRX,95180.0,1116,-2.0944
399110,SOL 미국S&P500ESG,4,overseas_equity,위험자산,USA,19298.0,1116,-3.3506
308620,KODEX 미국10년국채선물,6,bond_money_market,안전자산,KRX,12572.0,1107,0.9076
0131W0,1Q 단기특수은행채액티브,6,bond_money_market,안전자산,KRX,100901.0,1094,0.6534
492500,1Q 현대차그룹채권(A+이상)&국고통안,7,mixed_bond,안전자산,KRX,50870.0,1087,-0.2957
468380,KODEX iShares미국하이일드액티브,6,bond_money_market,안전자산,KRX,11852.0,1084,0.8907
495710,BNK 26-06 특수채(AAA이상)액티브,6,bond_money_market,안전자산,KRX,51458.0,1084,0.6842
157490,TIGER 소프트웨어,2,domestic_theme,위험자산,KRX,8810.0,1080,-6.9693
377990,TIGER Fn신재생에너지,2,domestic_theme,위험자산,KRX,25878.0,1075,46.5252
0135Y0,ITF 중기종합채권(AA-이상)액티브,6,bond_money_market,안전자산,KRX,99636.0,1072,-0.6839
411420,KODEX 미국나스닥AI테크액티브,4,overseas_equity,위험자산,USA,22836.0,1070,10.4486
0151P0,RISE 코리아전략산업액티브,2,domestic_theme,위험자산,KRX,13678.0,1066,
394660,TIGER 글로벌자율주행&전기차SOLACTIVE,4,overseas_equity,위험자산,Global,15054.0,1063,-1.3564
359210,KODEX 코스피TR,1,domestic_equity,위험자산,KRX,28688.0,1057,32.3047
496090,KIWOOM 코리아밸류업,1,domestic_equity,위험자산,KRX,24764.0,1053,42.1382
304940,KODEX 미국나스닥100선물(H),4,overseas_equity,위험자산,USA,26882.0,1046,-7.4863
494840,TIGER 미국방산TOP10,4,overseas_equity,위험자산,USA,14837.0,1046,14.4425
479730,TIGER 인도빌리언컨슈머,4,overseas_equity,위험자산,India,9674.0,1038,-15.498
0091M0,HANARO 27-06 회사채(AA-이상)액티브,6,bond_money_market,안전자산,KRX,10045.0,1037,0.2493
364960,TIGER BBIG,2,domestic_theme,위험자산,KRX,7053.0,1027,-2.3139
495330,1Q 코리아밸류업,1,domestic_equity,위험자산,KRX,24713.0,1014,42.2556
473640,HANARO 글로벌금채굴기업,4,overseas_equity,위험자산,Global,32038.0,1000,-13.1167
0036R0,RISE 미국휴머노이드로봇,4,overseas_equity,위험자산,USA,16254.0,989,-2.5478
0115E0,KODEX 코리아소버린AI,2,domestic_theme,위험자산,KRX,13241.0,987,24.8692
448100,WON 200,1,domestic_equity,위험자산,KRX,85651.0,987,39.0433
447620,SOL 미국TOP5채권혼합50,7,mixed_bond,안전자산,KRX,14733.0,978,-3.7979
143850,TIGER 미국S&P500선물(H),4,overseas_equity,위험자산,USA,67213.0,973,-6.7453
457990,PLUS 태양광&ESS,2,domestic_theme,위험자산,KRX,34029.0,973,57.4699
329660,KODEX TRF5050,7,mixed_bond,안전자산,KRX,17505.0,972,-1.9227
0098N0,PLUS 자사주매입고배당주,2,domestic_theme,위험자산,KRX,12592.0,972,15.4408
203780,TIGER 미국나스닥바이오,4,overseas_equity,위험자산,USA,30527.0,971,-3.1963
211900,KODEX 코리아배당성장,2,domestic_theme,위험자산,KRX,28266.0,963,26.8097
0111J0,HANARO 증권고배당TOP3플러스,2,domestic_theme,위험자산,KRX,16659.0,944,65.3554
441540,HANARO Fn조선해운,2,domestic_theme,위험자산,KRX,30211.0,938,-3.8851
401170,RISE 메타버스,2,domestic_theme,위험자산,KRX,7609.0,929,-1.1229
0086B0,TIGER 리츠부동산인프라TOP10액티브,2,domestic_theme,위험자산,KRX,10893.0,925,6.6963
266420,KODEX 헬스케어,2,domestic_theme,위험자산,KRX,22575.0,925,2.671
138520,TIGER 삼성그룹,2,domestic_theme,위험자산,KRX,24983.0,922,32.0217
0035T0,PLUS 글로벌휴머노이드로봇액티브,7,mixed_bond,안전자산,KRX,19154.0,919,0.2526
130730,KIWOOM 단기자금,6,bond_money_market,안전자산,KRX,101840.0,919,0.612
0168K0,TIGER 기술이전바이오액티브,2,domestic_theme,위험자산,KRX,10318.0,912,
0052T0,1Q 중단기회사채(A-이상)액티브,6,bond_money_market,안전자산,KRX,49984.0,910,0.15
0102A0,TIGER 미국AI소프트웨어TOP4Plus,4,overseas_equity,위험자산,USA,8279.0,905,-29.317
211560,TIGER 배당성장,2,domestic_theme,위험자산,KRX,35377.0,902,27.1867
0017Y0,1Q 종합채권(AA-이상)액티브,6,bond_money_market,안전자산,KRX,96008.0,898,-2.2039
122090,PLUS 코스피50,1,domestic_equity,위험자산,KRX,60469.0,891,41.6349
337160,KODEX 200ESG,2,domestic_theme,위험자산,KRX,34215.0,891,40.6733
261070,TIGER 코스닥150바이오테크,2,domestic_theme,위험자산,KRX,20405.0,890,15.8775
0085P0,ACE 미국10년국채액티브,6,bond_money_market,안전자산,KRX,10848.0,889,1.2717
0113D0,TIME 글로벌탑픽액티브,4,overseas_equity,위험자산,Global,11242.0,886,10.9042
473440,ACE 11월만기자동연장회사채AA-이상액티브,6,bond_money_market,안전자산,KRX,10709.0,878,0.6585
332940,HANARO MSCI Korea TR,1,domestic_equity,위험자산,KRX,36357.0,875,40.1037
195980,PLUS 신흥국MSCI(합성 H),4,overseas_equity,위험자산,USA,12919.0,872,4.3029
476750,ACE 미국30년국채엔화노출액티브(H),6,bond_money_market,안전자산,KRX,8573.0,864,-2.2657
460960,ACE 글로벌인컴TOP10,7,mixed_bond,안전자산,KRX,11699.0,857,-1.1999
453330,RISE 미국S&P500(H),4,overseas_equity,위험자산,USA,15616.0,856,-6.1721
475300,SOL 반도체전공정,2,domestic_theme,위험자산,KRX,18881.0,855,60.669
210780,TIGER 코스피고배당,2,domestic_theme,위험자산,KRX,24760.0,854,17.9654
412770,TIGER 글로벌AI플랫폼액티브,4,overseas_equity,위험자산,Global,11846.0,852,-14.0228
326240,RISE IT플러스,2,domestic_theme,위험자산,KRX,33522.0,845,36.3312
108450,ACE 삼성그룹섹터가중,2,domestic_theme,위험자산,KRX,30163.0,841,30.4826
269540,PLUS 미국S&P500(H),4,overseas_equity,위험자산,USA,26255.0,837,-6.2012
0132H0,KODEX 미국원자력SMR,4,overseas_equity,위험자산,USA,10425.0,836,-3.9412
461500,HANARO 종합채권(AA-이상)액티브,6,bond_money_market,안전자산,KRX,106876.0,830,-2.0896
440910,WON 미국우주항공방산,4,overseas_equity,위험자산,USA,26617.0,828,4.2958
329670,KODEX TRF7030,7,mixed_bond,안전자산,KRX,21180.0,821,-1.6769
228800,TIGER 여행레저,2,domestic_theme,위험자산,KRX,3250.0,817,-7.3207
261240,KODEX 미국달러선물,7,mixed_bond,안전자산,KRX,15250.0,804,3.09
433970,KODEX TDF2030액티브,7,mixed_bond,안전자산,KRX,13464.0,798,-2.2922
494330,ACE 라이프자산주주가치액티브,2,domestic_theme,위험자산,KRX,21777.0,797,40.0082
476030,SOL 미국나스닥100,4,overseas_equity,위험자산,USA,15156.0,787,-4.6419
476850,KoAct 배당성장액티브,1,domestic_equity,위험자산,KRX,18228.0,786,34.0752
475310,SOL 반도체후공정,2,domestic_theme,위험자산,KRX,30296.0,786,71.1307
461460,PLUS 국고채10년액티브,6,bond_money_market,안전자산,KRX,52336.0,775,-2.9779
0026E0,KODEX 미국S&P500버퍼3월액티브,4,overseas_equity,위험자산,USA,11450.0,767,2.4987
0007N0,아이엠에셋 200,1,domestic_equity,위험자산,KRX,84459.0,763,37.8736
117700,KODEX 건설,2,domestic_theme,위험자산,KRX,6927.0,758,76.5853
0000Z0,RISE 바이오TOP10액티브,2,domestic_theme,위험자산,KRX,17388.0,753,18.3108
401470,KODEX 메타버스액티브,2,domestic_theme,위험자산,KRX,8493.0,747,4.5311
475280,ACE 8월만기자동연장회사채AA-이상액티브,6,bond_money_market,안전자산,KRX,10591.0,740,0.7608
465330,RISE 2차전지TOP10,2,domestic_theme,위험자산,KRX,12390.0,729,12.7246
139220,TIGER 200 건설,2,domestic_theme,위험자산,KRX,7603.0,722,69.0322
491700,HK 200,1,domestic_equity,위험자산,KRX,84119.0,716,38.5905
0154F0,WON 초대형IB&금융지주,2,domestic_theme,위험자산,KRX,13152.0,712,
419890,KIWOOM 단기채권ESG액티브,6,bond_money_market,안전자산,KRX,106394.0,702,0.1675
475350,RISE 버크셔포트폴리오TOP10,4,overseas_equity,위험자산,Other_Overseas,14059.0,699,-4.0738
485690,RISE 미국AI밸류체인TOP3Plus,4,overseas_equity,위험자산,USA,17400.0,692,-2.9229
0021E0,ACE TDF2050액티브,7,mixed_bond,안전자산,KRX,12019.0,690,-1.7553
440640,ACE 단기채권알파액티브,6,bond_money_market,안전자산,KRX,111120.0,685,0.7161
272910,ACE 중장기국공채액티브,6,bond_money_market,안전자산,KRX,105611.0,685,-1.1341
486240,DAISHIN343 AI반도체&인프라액티브,2,domestic_theme,위험자산,KRX,22212.0,684,52.4982
252650,KODEX 200동일가중,1,domestic_equity,위험자산,KRX,18453.0,680,15.7363
445150,KODEX 친환경조선해운액티브,2,domestic_theme,위험자산,KRX,33619.0,673,4.3879
488720,WON 종합채권(AA-이상)액티브,7,mixed_bond,안전자산,KRX,49476.0,666,-1.5756
0008T0,SOL 화장품TOP3플러스,2,domestic_theme,위험자산,KRX,14136.0,665,11.8543
150460,TIGER 중국소비테마,2,domestic_theme,위험자산,KRX,7475.0,663,-0.8158
0142D0,TIGER 미국AI데이터센터TOP4Plus,4,overseas_equity,위험자산,USA,9307.0,658,-1.8727
444490,WON 미국S&P500,4,overseas_equity,위험자산,USA,18649.0,652,-3.5484
292190,KODEX KRX300,1,domestic_equity,위험자산,KRX,38200.0,650,36.7926
453080,KIWOOM 미국나스닥100(H),4,overseas_equity,위험자산,USA,19047.0,646,-7.1741
463680,KODEX 미국S&P500테크놀로지,4,overseas_equity,위험자산,USA,17700.0,645,-5.7852
496770,PLUS 글로벌방산,4,overseas_equity,위험자산,USA,20198.0,644,14.2935
471780,TIGER 코리아테크액티브,2,domestic_theme,위험자산,KRX,24977.0,638,40.3488
0139P0,ACE 고배당주,2,domestic_theme,위험자산,KRX,13517.0,629,21.215
0123S0,HANARO 26-12 은행채(AA+이상)액티브,2,domestic_theme,위험자산,KRX,10073.0,619,0.5994
447430,ACE 주주환원가치주액티브,2,domestic_theme,위험자산,KRX,17336.0,618,10.2142
0005G0,ITF K-AI반도체코어테크,2,domestic_theme,위험자산,KRX,30100.0,617,48.2662
458030,WON 국공채머니마켓액티브,6,bond_money_market,안전자산,KRX,54351.0,616,0.6479
114470,KIWOOM 국고채3년,6,bond_money_market,안전자산,KRX,107952.0,615,-0.8793
495040,PLUS 코리아밸류업,1,domestic_equity,위험자산,KRX,24640.0,614,41.6697
0041D0,KODEX 미국AI소프트웨어TOP10,4,overseas_equity,위험자산,USA,12564.0,612,-23.9948
453640,KODEX 미국S&P500헬스케어,4,overseas_equity,위험자산,USA,13132.0,608,-5.4317
298770,KODEX 한국대만IT프리미어,4,overseas_equity,위험자산,Other_Overseas,54984.0,604,35.1274
337140,KODEX 코스피대형주,2,domestic_theme,위험자산,KRX,28702.0,603,35.2269
455960,RISE 미국달러SOFR금리액티브(합성),6,bond_money_market,안전자산,KRX,12896.0,601,2.4852
298340,PLUS 국채선물3년,6,bond_money_market,안전자산,KRX,55877.0,601,-0.9337
395290,HANARO Fn K-POP&미디어,2,domestic_theme,위험자산,KRX,7503.0,600,-16.6194
275980,TIGER 글로벌4차산업혁신기술(합성 H),4,overseas_equity,위험자산,Global,20314.0,599,-2.1681
395170,KODEX Top10동일가중,2,domestic_theme,위험자산,KRX,14750.0,591,30.2124
0057H0,PLUS 미국S&P500미국채혼합50액티브,7,mixed_bond,안전자산,KRX,11617.0,591,-0.7107
434960,DAISHIN343 K200,1,domestic_equity,위험자산,KRX,84133.0,590,38.4427
0080X0,SOL 미국S&P500미국채혼합50,7,mixed_bond,안전자산,KRX,11152.0,589,-0.8786
278620,PLUS 단기채권액티브,6,bond_money_market,안전자산,KRX,117640.0,588,0.3626
0068M0,KODEX 미국S&P500버퍼6월액티브,4,overseas_equity,위험자산,USA,11793.0,586,-1.4831
473590,ACE 미국주식베스트셀러,4,overseas_equity,위험자산,USA,19583.0,586,-7.9639
101280,KODEX 일본TOPIX100,4,overseas_equity,위험자산,Japan,28204.0,583,0.6486
371470,TIGER 차이나바이오테크SOLACTIVE,4,overseas_equity,위험자산,China,8304.0,576,-10.1958
415920,PLUS 글로벌희토류&전략자원생산기업,5,commodity,위험자산,KRX,8567.0,566,6.4304
365040,TIGER AI코리아그로스액티브,1,domestic_equity,위험자산,KRX,28113.0,564,31.8094
0041E0,KODEX 미국S&P500액티브,4,overseas_equity,위험자산,USA,14111.0,563,-2.0585
352540,KODEX 일본부동산리츠(H),7,mixed_bond,안전자산,KRX,12220.0,553,-2.5842
474800,KIWOOM 미국원유에너지기업,4,overseas_equity,위험자산,USA,16402.0,551,40.1569
400970,TIGER Fn메타버스,2,domestic_theme,위험자산,KRX,7512.0,549,-4.3282
0104H0,KoAct 미국나스닥채권혼합50액티브,7,mixed_bond,안전자산,KRX,11277.0,549,6.4792
0007G0,PLUS 글로벌원자력밸류체인,4,overseas_equity,위험자산,USA,15974.0,546,5.8795
365000,TIGER 인터넷TOP10,2,domestic_theme,위험자산,KRX,4869.0,545,5.0605
455660,ACE 미국하이일드액티브(H),6,bond_money_market,안전자산,KRX,9560.0,545,-1.7185
498860,RISE 코리아금융고배당,2,domestic_theme,위험자산,KRX,19066.0,543,25.8308
487750,BNK 온디바이스AI,2,domestic_theme,위험자산,KRX,22228.0,543,57.8409
266370,KODEX IT,2,domestic_theme,위험자산,KRX,44986.0,541,51.1076
139320,TIGER 금은선물(H),5,commodity,위험자산,KRX,18848.0,536,-6.9234
495750,HANARO 코리아밸류업,1,domestic_equity,위험자산,KRX,24740.0,533,42.2182
0067V0,TIGER 차이나글로벌리더스TOP3+,4,overseas_equity,위험자산,China,11138.0,530,-4.0319
316670,KIWOOM 코스닥150,1,domestic_equity,위험자산,KRX,9747.0,527,23.6945
449770,KIWOOM 미국S&P500,4,overseas_equity,위험자산,USA,19573.0,527,-3.6918
139280,TIGER 경기방어,2,domestic_theme,위험자산,KRX,13052.0,526,1.8959
426150,WON 대한민국국고채액티브,6,bond_money_market,안전자산,KRX,53512.0,525,-3.6739
0113P0,HK 머니마켓액티브,6,bond_money_market,안전자산,KRX,101107.0,524,0.7223
218420,KODEX 미국S&P500에너지(합성),4,overseas_equity,위험자산,USA,20740.0,522,37.4303
140700,KODEX 보험,2,domestic_theme,위험자산,KRX,15782.0,521,18.4353
0046Y0,ACE 미국배당퀄리티,4,overseas_equity,위험자산,USA,12128.0,509,-1.0648
486830,HANARO 머니마켓액티브,6,bond_money_market,안전자산,KRX,52558.0,505,0.7282
277640,TIGER 코스피대형주,2,domestic_theme,위험자산,KRX,29640.0,505,35.9934
475260,ACE 2월만기자동연장회사채AA-이상액티브,6,bond_money_market,안전자산,KRX,10622.0,500,0.7586
0098Z0,FOCUS 200,1,domestic_equity,위험자산,KRX,71396.0,500,37.9866
450910,SOL 코스닥150,1,domestic_equity,위험자산,KRX,19128.0,499,23.9188
438560,SOL 국고채3년,6,bond_money_market,안전자산,KRX,99578.0,498,-0.9114
0118S0,SOL 미국넥스트테크TOP10액티브,4,overseas_equity,위험자산,USA,10208.0,486,6.23
104530,KIWOOM 고배당,2,domestic_theme,위험자산,KRX,19467.0,486,23.386
0152E0,SOL 배당성향탑픽액티브,2,domestic_theme,위험자산,KRX,11809.0,485,
292560,TIGER 일본엔선물,7,mixed_bond,안전자산,KRX,8729.0,480,-0.3457
200030,KODEX 미국S&P500산업재(합성),4,overseas_equity,위험자산,USA,42128.0,478,4.2748
256750,KODEX 차이나심천ChiNext(합성),4,overseas_equity,위험자산,China,15633.0,477,5.3684
464470,PLUS 미국채30년액티브,6,bond_money_market,안전자산,KRX,54384.0,472,0.2364
375770,KODEX 탄소효율그린뉴딜,2,domestic_theme,위험자산,KRX,19793.0,472,37.9101
448570,FOCUS AI코리아액티브,1,domestic_equity,위험자산,KRX,25341.0,468,27.4164
322400,HANARO e커머스,2,domestic_theme,위험자산,KRX,11634.0,461,-5.3609
138910,KODEX 구리선물(H),5,commodity,위험자산,KRX,8472.0,457,-6.0035
407830,에셋플러스 글로벌플랫폼액티브,4,overseas_equity,위험자산,Global,14787.0,456,-16.5947
174360,RISE 중국본토대형주CSI100,4,overseas_equity,위험자산,China,23956.0,452,0.0159
322410,HANARO K고배당,2,domestic_theme,위험자산,KRX,22331.0,447,16.8601
440650,ACE 미국달러단기채권액티브,6,bond_money_market,안전자산,KRX,12364.0,446,2.7919
475270,ACE 5월만기자동연장회사채AA-이상액티브,6,bond_money_market,안전자산,KRX,10601.0,443,0.7604
266360,KODEX K콘텐츠,2,domestic_theme,위험자산,KRX,11823.0,438,-10.9568
479850,HANARO K-뷰티,2,domestic_theme,위험자산,KRX,15424.0,437,6.6666
122260,KIWOOM 통안채1년,6,bond_money_market,안전자산,KRX,102981.0,433,0.3739
433880,PLUS TDF2060액티브,7,mixed_bond,안전자산,KRX,17411.0,432,-2.3768
476690,TIGER 글로벌비만치료제TOP2Plus,4,overseas_equity,위험자산,Global,9762.0,431,-9.7142
139270,TIGER 200 금융,2,domestic_theme,위험자산,KRX,15665.0,429,20.8035
453650,KODEX 미국S&P500금융,4,overseas_equity,위험자산,USA,18077.0,424,-10.238
469060,RISE 미국반도체NYSE,4,overseas_equity,위험자산,USA,24172.0,421,10.4715
476070,KODEX 글로벌비만치료제TOP2 Plus,4,overseas_equity,위험자산,Global,10224.0,419,-13.9033
0150K0,KoAct 수소전력ESS인프라액티브,2,domestic_theme,위험자산,KRX,12888.0,418,
410870,TIME K컬처액티브,2,domestic_theme,위험자산,KRX,11339.0,418,-4.047
276990,KODEX 글로벌로봇(합성),4,overseas_equity,위험자산,Global,23846.0,417,0.0417
336160,RISE 금융채액티브,6,bond_money_market,안전자산,KRX,100860.0,416,-0.8134
428510,KODEX 차이나AI테크액티브,4,overseas_equity,위험자산,China,19944.0,416,15.6803
099140,KODEX 차이나H,4,overseas_equity,위험자산,China,23112.0,415,-5.8934
437070,KODEX 아시아달러채권ESG플러스액티브,6,bond_money_market,안전자산,KRX,65015.0,411,1.6606
0083S0,1Q 미국메디컬AI,4,overseas_equity,위험자산,USA,9781.0,410,-20.272
261060,TIGER 코스닥150IT,2,domestic_theme,위험자산,KRX,25777.0,410,53.7263
152380,KODEX 국채선물10년,6,bond_money_market,안전자산,KRX,66157.0,409,-2.6034
453950,TIGER TSMC파운드리밸류체인,4,overseas_equity,위험자산,Other_Overseas,27400.0,409,18.0921
489290,WON 미국빌리어네어,4,overseas_equity,위험자산,USA,14678.0,403,-9.1901
491220,PLUS 200TR,1,domestic_equity,위험자산,KRX,98509.0,395,38.793
0020H0,KoAct 글로벌양자컴퓨팅액티브,4,overseas_equity,위험자산,Global,17935.0,391,-16.2865
385590,ACE ESG액티브,2,domestic_theme,위험자산,KRX,17736.0,390,32.9202
419430,KODEX 차이나2차전지MSCI(합성),4,overseas_equity,위험자산,China,11917.0,389,7.6146
475070,KoAct 글로벌친환경전력인프라액티브,4,overseas_equity,위험자산,Global,31231.0,389,19.7094
261140,TIGER 우선주,2,domestic_theme,위험자산,KRX,23348.0,389,25.8943
480310,TIGER 글로벌온디바이스AI,4,overseas_equity,위험자산,Global,13334.0,386,-1.3077
461600,SOL 미국30년국채액티브(H),6,bond_money_market,안전자산,KRX,8629.0,385,-2.6812
495940,RISE 미국AI테크액티브,4,overseas_equity,위험자산,USA,15658.0,385,12.4303
245360,TIGER 차이나HSCEI,4,overseas_equity,위험자산,China,13268.0,384,-5.826
429760,PLUS 미국S&P500,4,overseas_equity,위험자산,USA,18145.0,380,-3.6925
461340,HANARO 글로벌생성형AI액티브,4,overseas_equity,위험자산,Global,31572.0,375,11.2672
0040S0,HANARO 글로벌피지컬AI액티브,4,overseas_equity,위험자산,Global,18808.0,365,11.4145
140950,파워 코스피100,1,domestic_equity,위험자산,KRX,64870.0,363,40.3075
461580,TIGER 코스닥글로벌,1,domestic_equity,위험자산,KRX,18629.0,362,18.1517
468630,KODEX iShares미국투자등급회사채액티브,6,bond_money_market,안전자산,KRX,12007.0,361,0.2789
442260,마이티 다이나믹퀀트액티브,1,domestic_equity,위험자산,KRX,29269.0,353,39.2935
275300,KODEX 우량주,2,domestic_theme,위험자산,KRX,22116.0,352,40.7868
0047R0,RISE 팔란티어고정테크100,4,overseas_equity,위험자산,Other_Overseas,13528.0,349,-10.3518
305050,ACE 코스피,1,domestic_equity,위험자산,KRX,58169.0,349,32.1411
487130,KoAct AI인프라액티브,2,domestic_theme,위험자산,KRX,22883.0,344,48.5411
414270,ACE 글로벌자율주행액티브,4,overseas_equity,위험자산,Global,12472.0,344,-8.1394
195930,TIGER 유로스탁스50(합성 H),4,overseas_equity,위험자산,Other_Overseas,20278.0,343,-4.6309
219390,RISE 미국S&P원유생산기업(합성 H),4,overseas_equity,위험자산,USA,7835.0,343,44.7627
364990,TIGER 게임TOP10,2,domestic_theme,위험자산,KRX,5226.0,339,2.3928
449780,KIWOOM 미국S&P500(H),4,overseas_equity,위험자산,USA,16216.0,339,-5.8988
0155M0,ACE 미국SMR원자력TOP10,4,overseas_equity,위험자산,USA,8526.0,339,
238720,ACE 일본Nikkei225(H),4,overseas_equity,위험자산,Japan,37461.0,337,2.3504
388280,RISE K엔터&여행레저,2,domestic_theme,위험자산,KRX,7781.0,335,-1.9911
241390,RISE V&S셀렉트밸류채권혼합,7,mixed_bond,안전자산,KRX,15261.0,334,11.5878
